Timestamp,PID,ProcName,LocalPort,RemoteAddress,RemotePort,State
# segment1 start 2026-07-18T11:57:23.7735886+02:00 pids=37336,22564
2026-07-18T11:57:25.2277592+02:00,37336,node,63749,::,0,Bound
2026-07-18T11:57:25.2644093+02:00,37336,node,63748,::,0,Bound
2026-07-18T11:57:25.2656891+02:00,37336,node,63747,::,0,Bound
2026-07-18T11:57:25.2656891+02:00,37336,node,63746,::,0,Bound
2026-07-18T11:57:25.2656891+02:00,37336,node,63745,::,0,Bound
2026-07-18T11:57:25.2656891+02:00,37336,node,63749,::1,6379,Established
2026-07-18T11:57:25.2666953+02:00,37336,node,63748,::1,6379,Established
2026-07-18T11:57:25.2666953+02:00,37336,node,63747,::1,6379,Established
2026-07-18T11:57:25.2666953+02:00,37336,node,63746,::1,6379,Established
2026-07-18T11:57:25.2666953+02:00,37336,node,63745,::1,6379,Established
2026-07-18T11:57:25.7503138+02:00,22564,node,3002,::,0,Listen
2026-07-18T11:57:25.7507854+02:00,22564,node,50094,127.0.0.1,50095,Established
2026-07-18T11:57:25.7512922+02:00,22564,node,50094,0.0.0.0,0,Listen
2026-07-18T11:57:28.2076228+02:00,37336,node,63749,::,0,Bound
2026-07-18T11:57:28.2081394+02:00,37336,node,63748,::,0,Bound
2026-07-18T11:57:28.2081394+02:00,37336,node,63747,::,0,Bound
2026-07-18T11:57:28.2086440+02:00,37336,node,63746,::,0,Bound
2026-07-18T11:57:28.2086440+02:00,37336,node,63745,::,0,Bound
2026-07-18T11:57:28.2091543+02:00,37336,node,63749,::1,6379,Established
2026-07-18T11:57:28.2091543+02:00,37336,node,63748,::1,6379,Established
2026-07-18T11:57:28.2091543+02:00,37336,node,63747,::1,6379,Established
2026-07-18T11:57:28.2101599+02:00,37336,node,63746,::1,6379,Established
2026-07-18T11:57:28.2101599+02:00,37336,node,63745,::1,6379,Established
2026-07-18T11:57:28.6964764+02:00,22564,node,3002,::,0,Listen
2026-07-18T11:57:28.6979374+02:00,22564,node,50094,0.0.0.0,0,Listen
2026-07-18T11:57:28.6989999+02:00,22564,node,50094,127.0.0.1,50095,Established
2026-07-18T11:57:31.2102761+02:00,37336,node,63749,::,0,Bound
2026-07-18T11:57:31.2112761+02:00,37336,node,63748,::,0,Bound
2026-07-18T11:57:31.2112761+02:00,37336,node,63747,::,0,Bound
2026-07-18T11:57:31.2112761+02:00,37336,node,63746,::,0,Bound
2026-07-18T11:57:31.2122755+02:00,37336,node,63745,::,0,Bound
2026-07-18T11:57:31.2122755+02:00,37336,node,63749,::1,6379,Established
2026-07-18T11:57:31.2122755+02:00,37336,node,63748,::1,6379,Established
2026-07-18T11:57:31.2160051+02:00,37336,node,63747,::1,6379,Established
2026-07-18T11:57:31.2170146+02:00,37336,node,63746,::1,6379,Established
2026-07-18T11:57:31.2170146+02:00,37336,node,63745,::1,6379,Established
